tweet_id,screen_name,utc_date,ny_time,source,favorites,retweets,replies,quotes,lang,tweet_type,text,quote,country_code,place,latitude,longitude,urls,media_type,media1,media2,media3,media4
1364832325410807809,gayasianthot,2021-02-25T06:59:18.000Z,"2/25/2021, 1:59:18 AM",Twitter for iPhone,3,0,1,0,en,tweet,as am discourse on tiktok always boils down to a form of boba liberalism in which identity becomes the main focus and not really the history of the racism and ways to dismantle it,,,,,,,,,,,
1364658660933332999,chesshoex_,2021-02-24T19:29:13.000Z,"2/24/2021, 2:29:13 PM",Twitter for iPhone,9,0,0,0,en,tweet,My current identity is a bisexual fitness freak roller skater that really enjoys boba tea and sushi,,,,,,,,,,,
1364500172244451334,RTSastrowardoyo,2021-02-24T08:59:26.000Z,"2/24/2021, 3:59:26 AM",Twitter for Android,0,0,0,0,en,reply,@reappropriate I've never had boba. Nothing against it. I just dont think about getting it. Maybe I'll get some soon. My not having had it doesn't impact on my identity.,,,,,,,,,,,
1364473282838192133,reappropriate,2021-02-24T07:12:35.000Z,"2/24/2021, 2:12:35 AM",Twitter for iPhone,123,14,5,0,en,reply,"What if instead of setting the barometer of Asian-ness against liking boba and whatnot, we actually - I dunno -  explore Asian American identity as a rich and varied history, a diverse political project, and an ever-evolving social movement. Just a thought... and maybe a subtweet",,,,,,,,,,,
1364472039495462914,reappropriate,2021-02-24T07:07:39.000Z,"2/24/2021, 2:07:39 AM",Twitter for iPhone,82,5,1,0,en,reply,What if we started acknowledging that Asian American as an identity includes more groups of people than just those with a cultural connection to boba. What if we recognize that not all Asian Americans live in places where boba is even accessible.,,,,,,,,,,,
1364471643553239041,reappropriate,2021-02-24T07:06:05.000Z,"2/24/2021, 2:06:05 AM",Twitter for iPhone,346,44,5,6,en,tweet,What if the idea of what Asian American identity means actually has nothing to do with liking or not liking boba. What if we stopped treating boba like some sort of Asian American litmus test.,,,,,,,,,,,
1363908414846296067,US_China_Menu,2021-02-22T17:48:00.000Z,"2/22/2021, 12:48:00 PM",Twitter Web App,2,0,1,0,en,reply,"@HangdaZhang @fncischen @WarrenDen2 @dtseto every pro-Taiwan / pro-Uyghur / Asian-American identity boba liberal room in CH, lol",,,,,,,,,,,
1363234383214174209,SKYDEVlL,2021-02-20T21:09:39.000Z,"2/20/2021, 4:09:39 PM",Twitter for iPhone,9,0,4,1,en,tweet,"ngl i haven’t had boba in months, having an identity crisis",,,,,,,,,,,
1363193031873077250,ChangHuaLiu206,2021-02-20T18:25:20.000Z,"2/20/2021, 1:25:20 PM",Twitter for Android,2,0,0,0,en,reply,"@jonmbn_ ""Liberal"" East Asians need to move far beyond boba liberalism and shallow identity politics and into fighting for holistic justice.",,,,,,,,,,,
1362238624306135041,jellyfangs,2021-02-18T03:12:51.000Z,"2/17/2021, 10:12:51 PM",Twitter for iPhone,1,0,1,0,en,reply,@orbgoddess i used to always get thai tea but i think i overdid it and i need a break so now i usually get matcha but im thinking of trying smt new... my boba identity crisis,,,,,,,,,,,
1361440500922920965,NewYorker,2021-02-15T22:21:24.000Z,"2/15/2021, 5:21:24 PM",SocialFlow,127,33,3,5,en,tweet,"How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/FCHoRs3PbN",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_campaign=falcon&utm_brand=tny&utm_medium=social&utm_social-type=owned&utm_source=twitter&mbid=social_twitter ,,,,,
1360841448669782018,icysaltwater,2021-02-14T06:40:59.000Z,"2/14/2021, 1:40:59 AM",Twitter for iPhone,13,0,4,0,en,tweet,the fact that i know what very few of y’all look like makes me tie the weirdest things to ur identity and appearance.. for example this frog made up a part of the image of boba in my head https://t.co/mKzzT6kFMq,,,,,,,video,https://video.twimg.com/ext_tw_video/1360841408752586753/pu/vid/302x536/Sp9cI_ujKLuWZlmA.mp4?tag=10,,,
1360449274589315075,ShunuSweet,2021-02-13T04:42:37.000Z,"2/12/2021, 11:42:37 PM",Twitter Web App,1,0,1,0,en,reply,"@So7eN_ 1. It's boba tea that I'd want to wean off this time
2. My explanations can be found in my replies to others peeps - I put JayTech's then avatar there because we had an argument back in the day resulting in him doubting my identity, then I took these photos. We've reconciled tho.",,,,,,,,,,,
1360005392303063043,wblamkin,2021-02-11T23:18:47.000Z,"2/11/2021, 6:18:47 PM",Twitter Web App,3,0,1,0,en,tweet,"thinking about the end of the pan-asian identity from asian americans in the 00s and early 10's...  like it took s*btle asi*n traits and boba liberalism to realize how shallow &amp; self-racializing ""asian"" was as a descriptor and now we've embraced our personal cultural heritages 👀",,,,,,,,,,,
1359548255177220107,NancyMatsumoto,2021-02-10T17:02:17.000Z,"2/10/2021, 12:02:17 PM",Twitter Web App,0,0,0,0,en,tweet,"Boba is never just boba, but a symbol of Asian diaspora identity politics &amp; a coping mechanism, from @JiayangFang: 
Chronicles of a Bubble-Tea Addict 
https://t.co/yNx6EoYZNb via @NewYorker",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=the-new-yorker&utm_social-type=earned ,,,,,
1359332880896258048,becsthetic,2021-02-10T02:46:28.000Z,"2/9/2021, 9:46:28 PM",Twitter Web App,1,0,0,0,en,tweet,"""For the boba liberal, politics is as much a performance as is one’s choice of beverage, a cultural prop in the theatre of identity."" https://t.co/ZWoOqhCZ0q https://t.co/LDpXRkg6Vv","How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/5gNDgGYSCT",,,,,https://twitter.com/NewYorker/status/1359273187733831688 ,animated_gif,https://video.twimg.com/tweet_video/Et1SC1ZU0AIlOIl.mp4,,,
1359273187733831688,NewYorker,2021-02-09T22:49:16.000Z,"2/9/2021, 5:49:16 PM",SocialFlow,143,20,6,1,en,tweet,"How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/5gNDgGYSCT",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_campaign=falcon&utm_social-type=owned&utm_brand=tny&utm_medium=social&utm_source=twitter&mbid=social_twitter ,,,,,
1359175294507241481,craving_filled,2021-02-09T16:20:17.000Z,"2/9/2021, 11:20:17 AM",Twitter for Android,1,1,1,0,en,reply,"@mwalk113 Thank you so much for this wonderful article! 🥰. Some of her experience is completely relatable, some not so much, it's all thought provoking--what a great writer. Chinatown, boba, her mom, growing up ""on the outside"" but not really but yes, identity... Really, thank you. 🙏",,,,,,,,,,,
1359027001969942528,nocturnely,2021-02-09T06:31:01.000Z,"2/9/2021, 1:31:01 AM",Twitter for iPhone,1,0,0,0,en,reply,i get it being a diaspora feels very disconnecting but please get an identity outside boba and chopsticks,,,,,,,,,,,
1358798764085977091,AGhazali_Sarah,2021-02-08T15:24:05.000Z,"2/8/2021, 10:24:05 AM",TweetDeck,0,0,0,0,en,tweet,"&lt;3 this took a sublime turn &lt;3 

also, #TIL ""a boba liberal is someone who centers her Asian identity in buzzy cultural objects and 'trend-chasing spectacle' but lacks true engagement with the politics of her Asian identity."" O.o https://t.co/dgApRxE1BQ",Slurped my body weight in tapioca to write this and no regrets. #🧋 https://t.co/TFJGUnEH3B,,,,,https://twitter.com/JiayangFan/status/1355112148318494726 ,,,,,
1358526659465342977,ItsAllyVega,2021-02-07T21:22:50.000Z,"2/7/2021, 4:22:50 PM",Twitter for iPhone,7,0,6,0,en,tweet,"Idk if this is going to get my Asian identity revoked, but I ALWAYS have a hard time getting the straw through the plastic whenever I get boba/tea. 🙃 Like how do you all poke it through in one go?! I swear it took me 20 times just now. I was about to cry in this boba shop LOL",,,,,,,,,,,
1358406564617486339,teashirtsau,2021-02-07T13:25:37.000Z,"2/7/2021, 8:25:37 AM",Twitter for Android,0,0,0,0,en,tweet,"What is a boba liberal? Jiayang Fan examines her relationship with bubble tea: ""an identity is as much about how you are perceived as it is about what you mean to project.""
https://t.co/Ox3KuxkPPM",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict ,,,,,
1357815363409350659,anarkinnie,2021-02-05T22:16:24.000Z,"2/5/2021, 5:16:24 PM",Twitter for Android,2,0,0,0,en,tweet,"fuck trying to understand my gender identity, im going to go get more boba",,,,,,,,,,,
1357776285875924995,YaleHerald,2021-02-05T19:41:07.000Z,"2/5/2021, 2:41:07 PM",Twitter Web App,1,0,0,0,en,tweet,"Check out Yingying Zhao’s, TD ’24, nuanced take on the cultural politics of boba versus bubble tea in the East Asian diaspora! 

https://t.co/B0avBDHJdy",,,,,,http://yale-herald.com/2021/02/04/bubble-tea-boba-liberalism-and-capitalisms-effects-on-east-asian-diasporic-identity/ ,,,,,
1357242164212817920,ToHemingwayLove,2021-02-04T08:18:42.000Z,"2/4/2021, 3:18:42 AM",IFTTT,0,0,0,0,en,tweet,"NewYorker: How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/FLDhvdWOSK",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_campaign=falcon&utm_source=twitter&utm_brand=tny&mbid=social_twitter&utm_medium=social&utm_social-type=owned ,,,,,
1357236391101530113,NewYorker,2021-02-04T07:55:46.000Z,"2/4/2021, 2:55:46 AM",SocialFlow,164,30,5,7,en,tweet,"How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/JvT0bRqwvs",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_campaign=falcon&utm_source=twitter&utm_brand=tny&mbid=social_twitter&utm_medium=social&utm_social-type=owned ,,,,,
1357095777546366976,stanloona2424,2021-02-03T22:37:01.000Z,"2/3/2021, 5:37:01 PM",Twitter for iPhone,3,0,0,0,en,tweet,"How am I supposed to see you Asian liberals as any different than the boba liberals?🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️

There’s no such thing as “Asian Solidarity” or “POC Solidarity.” Take your identity politics and shove it up your anal canal. https://t.co/VvKHySf3ZR",,,,,,,photo photo,https://pbs.twimg.com/media/EtVfaWAVIAAf6Ok.jpg,https://pbs.twimg.com/media/EtVfaWBVcAIgwk4.jpg,,
1356240464752615425,theygrown,2021-02-01T13:58:19.000Z,"2/1/2021, 8:58:19 AM",Twitter for iPhone,0,0,0,0,en,tweet,How Bubble Tea Became a Complicated Symbol of Asian-American Identity - Eater https://t.co/CQHGArXWtj,,,,,,https://www.eater.com/2019/11/5/20942192/bubble-tea-boba-asian-american-diaspora ,,,,,
1356179160834703362,ShainaOppenheim,2021-02-01T09:54:43.000Z,"2/1/2021, 4:54:43 AM",Twitter Web App,0,0,0,0,en,tweet,"""Boba and I spent our adolescence as scrappy, enterprising immigrants at America’s periphery. For a new generation, it’s a ubiquitous, Instagram-friendly mark of Asian identity"" https://t.co/kiVa0gq4Nz",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict ,,,,,
1355825540230336513,emmaamiao,2021-01-31T10:29:33.000Z,"1/31/2021, 5:29:33 AM",Twitter Web App,3,0,0,0,en,tweet,"""For the boba liberal, politics is as much a performance as is one’s choice of beverage, a cultural prop in the theatre of identity."" https://t.co/h9riwruXna",Slurped my body weight in tapioca to write this and no regrets. #🧋 https://t.co/TFJGUnEH3B,,,,,https://twitter.com/JiayangFan/status/1355112148318494726 ,,,,,
1355742996730421252,Sa_yo__u__na_ra,2021-01-31T05:01:33.000Z,"1/31/2021, 12:01:33 AM",Twitter for Android,0,0,0,1,en,tweet,"Identity crisis night. 

I have kimchi- mochi- and we can get boba https://t.co/VIbdxo5ClO",Why? https://t.co/g0lIE3tdsY,,,,,https://twitter.com/seoulofthesouth/status/1355742755255889920 ,,,,,
1355701501386231814,nadiakaku,2021-01-31T02:16:40.000Z,"1/30/2021, 9:16:40 PM",Twitter Web App,0,0,2,0,en,reply,"""a boba liberal is someone who centers her Asian identity in buzzy cultural objects but lacks true engagement with the politics of her Asian identity. It’s the Asian who posts boba selfies as a way to prove her Asian bona fides while, seeking acceptance within white culture""",,,,,,,,,,,
1355628460702633991,ansonjtong,2021-01-30T21:26:26.000Z,"1/30/2021, 4:26:26 PM",Twitter Web App,2,0,0,0,en,reply,"It also linked me to this piece by @jennygzhang, about the commodity-reliant identity of boba liberalism and also food more broadly as a literally and figuratively digestible part of Asian culture used to gain acceptance in white society.

https://t.co/WDSgp84opS",,,,,,https://www.eater.com/2019/11/5/20942192/bubble-tea-boba-asian-american-diaspora ,,,,,
1355609423851515912,PeilinChou,2021-01-30T20:10:47.000Z,"1/30/2021, 3:10:47 PM",Twitter for iPhone,1,0,0,0,en,tweet,"Loved this cool article - surprisingly moving too. ❤ ""Boba and I spent our adolescence as scrappy, enterprising immigrants at America’s periphery. For a new generation, it’s a ubiquitous, Instagram-friendly mark of Asian identity.""  -Jiayang Fang
#iheartboba 🧋🥰 https://t.co/HCY1EMn0Dr",Slurped my body weight in tapioca to write this and no regrets. #🧋 https://t.co/TFJGUnEH3B,US,"Middletown, RI",41.5206,-71.2731605,https://twitter.com/JiayangFan/status/1355112148318494726 ,,,,,
1355545904443346946,andyli,2021-01-30T15:58:23.000Z,"1/30/2021, 10:58:23 AM",Twitter for iPhone,0,0,0,0,en,tweet,“A boba liberal is someone who centers her Asian identity in buzzy cultural objects and ‘trend-chasing spectacle’ but lacks true engagement with the politics of her Asian identity.”🧋https://t.co/OMMyCHlWJb,,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict ,,,,,
1355250834901184514,Hzzzzzzz3,2021-01-29T20:25:53.000Z,"1/29/2021, 3:25:53 PM",Twitter Web App,3,0,1,0,en,tweet,"Not sure what to think of this article. It could be simply shortened to state:

 1) Fan grew up on boba
 2) Fan objects the term boba-liberal
 3) Fan struggled with the AsAm identity 

I guess I was like that too, but after returning to Asia from '11-'19 I came back reformed https://t.co/7AX8NZUyT2",Slurped my body weight in tapioca to write this and no regrets. #🧋 https://t.co/TFJGUnEH3B,,,,,https://twitter.com/JiayangFan/status/1355112148318494726 ,,,,,
1355139971644964865,NewYorker,2021-01-29T13:05:21.000Z,"1/29/2021, 8:05:21 AM",SocialFlow,170,29,4,6,en,tweet,"How boba became a ubiquitous, Instagram-friendly mark of Asian identity. https://t.co/r16JmUIAsr",,,,,,https://www.newyorker.com/culture/personal-history/chronicles-of-a-bubble-tea-addict?utm_medium=social&mbid=social_twitter&utm_social-type=owned&utm_source=twitter&utm_brand=tny ,,,,,
1355072393266429952,VforVintageVera,2021-01-29T08:36:49.000Z,"1/29/2021, 3:36:49 AM",Twitter Web App,2,0,0,0,en,tweet,"THIS! The Taiwanese gua bao identity has been completely erased in America. Recognize Taiwanese culture when y'all dig into a braised pork belly gua bao! Like the fried basil popcorn chicken and boba milk teas you get at boba joints, it's all from Taiwanese culture. https://t.co/807BTzonoJ https://t.co/S7Z4pdOhTK","Finally! A piece I wrote for @resy on gua bao, trendy pork buns, and how the fact that ppl forget the Taiwanese was of pork buns feels like a missed opportunity to make Taiwan culture more visible.

Big shoutout to @jbonne for being a fabulous editor!

https://t.co/r9lOXNlLrh",,,,,https://twitter.com/karissachen/status/1354879909617823745 ,photo,https://pbs.twimg.com/media/Es4u-wNUYAMBMw1.jpg,,,
1353424166888763392,kianbfan,2021-01-24T19:27:21.000Z,"1/24/2021, 2:27:21 PM",Twitter Web App,0,0,0,0,en,reply,"@PinayCLE @tienxshinhan Communist where? Perhaps I am not looking hard enough, but I have yet to see a single take that remotely focuses on class struggle. All I see is typical white liberal identity politics. Textbook boba liberal.",,,,,,,,,,,
1353422648857010176,mtboxes,2021-01-24T19:21:19.000Z,"1/24/2021, 2:21:19 PM",Twitter Web App,1,0,0,0,en,tweet,today i have been learning in detail about boba liberalism and having another identity crisis of whether my political ideologies are to align with the dominant white political power or if it's genuine thoughts from my asian background,,,,,,,,,,,
1352087101475598336,ItsAngelaVo,2021-01-21T02:54:20.000Z,"1/20/2021, 9:54:20 PM",Twitter Web App,14,0,0,0,en,reply,@nathanvtan ughhh!! i cannot express enough how much i hate api boba liberalism that thinks identity is a substitute for political analysis *rage rips out hair,,,,,,,,,,,
1351728895465304065,VacksceneGaming,2021-01-20T03:10:57.000Z,"1/19/2021, 10:10:57 PM",Twitter Web App,7,0,1,0,en,reply,"@Komei365TKO Boba commie. aka fake commie. Not even remotely communist. A boba liberal who larps as a communist with a Marxist tag but none of their posts talk about economic theory or scientific marxism, but will use Neo-Liberal identity speak to lure clout.",,,,,,,,,,,
1351039011045912581,kkyukirby,2021-01-18T05:29:35.000Z,"1/18/2021, 12:29:35 AM",Twitter for iPhone,2,0,1,0,en,reply,@funkokoo [BREAKING!] jungkook true identity .. Boba Ball .. ?,,,,,,,,,,,
1350533533815635969,picklewenis,2021-01-16T20:01:00.000Z,"1/16/2021, 3:01:00 PM",Twitter for iPhone,4,0,1,0,en,tweet,can asian ppl stop taking it upon themselves to criticise black ppl for supposed “anti-asian” racism? we’re not exempt from the colonial &amp; anti-black violence that exists within our communities just becus u dumb boba liberals are obsessing over identity politics,,,,,,,,,,,
1349494803923275776,nathaniaia,2021-01-13T23:13:28.000Z,"1/13/2021, 6:13:28 PM",Twitter for iPhone,1,0,1,0,en,reply,bubble tea is a genuine part of the asian identity and it’s so fucking stupid lol sat is literally filled to the brim with bubble tea posts i cannot wait for someone to make it white like boba frappe for stacey ? or some other bullshit sat get angy wangy,,,,,,,,,,,
1348031091966435329,communistkillua,2021-01-09T22:17:12.000Z,"1/9/2021, 5:17:12 PM",Twitter for iPhone,19,9,1,1,en,tweet,boba liberalism is just like. model minority myth but woke™️ and the natural result of asian american identity largely being defined by consumption and individual success under capitalism,,,,,,,,,,,
1347523227686416384,notXiangyu,2021-01-08T12:39:07.000Z,"1/8/2021, 7:39:07 AM",Twitter for Android,25,0,4,0,en,reply,"@LunaOi_VN This is why I can never relate to the ""woke"" Asian-Americans who think they're different from boba liberals (some even self-identity as ML nowadays despite never having seriously studied it). We may be treated unjustly, but we must always keep our pride and dignity.",,,,,,,,,,,
