tweet_id,screen_name,utc_date,ny_time,source,favorites,retweets,replies,quotes,lang,tweet_type,text,quote,country_code,place,latitude,longitude,urls,media_type,media1,media2,media3,media4
1343621405838094338,BrockMichaelNYC,2020-12-28T18:14:41.000Z,"12/28/2020, 1:14:41 PM",Instagram,0,0,0,0,en,tweet,#notoriousrbg #princesscutiemonster #stormtrooper #eastvillage #nyc #girlDad #grrrlarmy #punkgrrrl #bubbletea #mondayfunday ?????????????????????? @ Bushwick https://t.co/yXO5u2x0w8,,US,"Brooklyn, NY",40.695277,-73.918069,https://www.instagram.com/p/CJWeIpelCxT/?igshid=b7ofkqml1lcb ,,,,,
1335704778588876800,TKMarkarian,2020-12-06T21:56:50.000Z,"12/6/2020, 4:56:50 PM",Instagram,0,0,0,0,en,tweet,"Bubble tea at our happy place ??
.
.
.
#edgewater #mitsuwa #hudson #nyc #bubbletea @mitsuwa_marketplace @ryanbertonedrums @ Edgewater, New Jersey https://t.co/LO9xtIejYW",,US,"Edgewater, NJ",40.8299,-73.9739,https://www.instagram.com/p/CIeOEM9grIB/?igshid=eiydk0zwzxp7 ,,,,,
1333045445933850625,MidoriMonday,2020-11-29T13:49:35.000Z,"11/29/2020, 8:49:35 AM",Instagram,0,0,0,0,en,tweet,Yo @koitheusa on 14th street put #christmasornaments on their #boba statue out front ?? lessgo #koithe #nyc #newyork #bubbletea #decoration #unionsquare https://t.co/HAUTtCaZ9A,,,,,,https://www.instagram.com/p/CILUvpKLNSW/?igshid=7wmd1okmc2v7 ,,,,,
1320525901319282688,BubbleTeaSupply,2020-10-26T00:41:23.000Z,"10/25/2020, 8:41:23 PM",IFTTT,0,0,0,0,en,tweet,"?? #Repost @raymartcrave
.
#boba crave
Food bae dropped a surprise boba from @chunyangtea_newyork! A nice little Monday pick me up with this oolong tea latte with pearls #dontdenysatisfy
.
.
.
.
.
#oolongtea #bubbletea #latte #chinatown #nyc #localeat� https://t.co/xCiwgWb5m1 https://t.co/4UG9RPWD20",,,,,,https://www.instagram.com/accounts/login/ ,photo,https://pbs.twimg.com/media/ElNzT0cXUAAq3Um.jpg,,,
1318614691682373632,YvonneMeetsFood,2020-10-20T18:06:55.000Z,"10/20/2020, 2:06:55 PM",Twitter Web App,6,0,1,0,en,tweet,I ?? #boba or #bubbletea and Yi Fang Fruit Tea from Taiwan ???? is a new addition to the #NYC #Chinatown scene ??#foodie https://t.co/WCZwQSWSnf,,,,,,,animated_gif,https://video.twimg.com/tweet_video/Ekyn8h7XEAYyvsT.mp4,,,
1310703391811801090,NateHawethorne,2020-09-28T22:10:14.000Z,"9/28/2020, 6:10:14 PM",Instagram,0,0,0,0,en,tweet,Sometimes it pays off working so close to K-Town #bubbletea #ktown #nyc https://t.co/TL2gch3pIc,,,,,,https://www.instagram.com/accounts/login/ ,,,,,
1303782330771931141,creationsyogurt,2020-09-09T19:48:25.000Z,"9/9/2020, 3:48:25 PM",Instagram,0,0,0,0,en,tweet,"Mango ?? &amp; Strawberry ?? #bubbletea with #boba #newjersey #love #nj #photography  #instagood  #photooftheday #newyork #fitness #nyc #beautiful #jersey  #happy #motivation  #picoftheday #life  #follow
#froyo� https://t.co/5dK5gTpRCE",,US,"Lodi, NJ",40.87867501,-74.08354603,https://www.instagram.com/accounts/login/ ,,,,,
1297680845550039046,Byron_Pineiro,2020-08-23T23:43:17.000Z,"8/23/2020, 7:43:17 PM",Twitter for Android,2,1,0,0,en,tweet,Views #umacha #NewYorkCity #NYC #Boba #BubbleTea https://t.co/ERiD5KYjdg,,,,,,,photo,https://pbs.twimg.com/media/EgJJ2D8XkAADY-T.jpg,,,
1288856746988130304,mash1n,2020-07-30T15:19:28.000Z,"7/30/2020, 11:19:28 AM",Instagram,0,0,0,0,en,tweet,"Missing my bubble tea shops. #TBT to the beginning of quarantine when I made bubble tea at home!!!
...
...
...
#drinks #tbt #throwbackthursday #bubbletea #vegan #veganmilktea #homemade #brooklyn #newyork #nyc� https://t.co/e0vF2PsPSc",,US,"Brooklyn, NY",40.65,-73.95,https://www.instagram.com/p/CDRWDM5JEVR/?igshid=1g235ibg6t6yl ,,,,,
1288643477685907457,PuzKazsii,2020-07-30T01:12:01.000Z,"7/29/2020, 9:12:01 PM",Instagram,0,0,0,0,en,tweet,"No sugar needed. I believer I'm sweet enough.??????????????????
.
.
.
#nycgirl #onemorecharmnyc #brooklyn #prospectpark #nyc #bubbletea #dessert #thaifood #nycrestarant #summertime #goodvibes #enjoylife #niceout #lgbtq??� https://t.co/yL4yGp8Jp9",,US,"Brooklyn, NY",40.66983935,-73.9793392,https://www.instagram.com/accounts/login/ ,,,,,
1286450958558429189,DoreenCPA,2020-07-23T23:59:44.000Z,"7/23/2020, 7:59:44 PM",Instagram,0,0,0,0,en,tweet,"Homemade #bubbletea 
#statenisland #nyc for #openingnight #baseball @ Staten Island, New York https://t.co/P2apGHdlCU",,US,"Staten Island, NY",40.6303,-74.0889,https://www.instagram.com/accounts/login/ ,,,,,
1284644862227185664,iamgretahusay,2020-07-19T00:22:57.000Z,"7/18/2020, 8:22:57 PM",Instagram,0,0,0,0,en,tweet,"Huwaaaat?! Ice cream on top of bubble tea?!?!   ?? #surrealcreamery #nyc #bubbletea #bubbleteatime @ Manhattan, New York https://t.co/zwO62rTiR0",,,,,,https://www.instagram.com/accounts/login/ ,,,,,
1284553806642991104,billfelty,2020-07-18T18:21:08.000Z,"7/18/2020, 2:21:08 PM",Instagram,0,0,0,0,en,tweet,"Munchin� some super-yummy souffl� pancakes and bubble tea! 
.
.
.
#pancakes #bubbletea #nyc @ Flipper�s https://t.co/4uIk5XWlZd",,US,"Manhattan, NY",40.72247992,-74.00377605,https://www.instagram.com/accounts/login/ ,,,,,
1277975503282954248,BubbleTeaSupply,2020-06-30T14:41:18.000Z,"6/30/2020, 10:41:18 AM",IFTTT,1,0,0,0,en,tweet,"?? #Repost @ssssirissss
.
What is your favorite #summer #drink ? Mine is #bubbletea
.
.
.
#nyc #summer #vibes #cold #drink #summerdrinks #love ##bubble #tea #so #asian #model #offduty https://t.co/RaArPlGVe5 https://t.co/a3OhBC8gQM",,,,,,https://www.instagram.com/p/CCD_cullydN/ ,photo,https://pbs.twimg.com/media/EbxH8sBUYAUjQpX.jpg,,,
1277440308884709376,SChenHayes,2020-06-29T03:14:37.000Z,"6/28/2020, 11:14:37 PM",Twitter for iPhone,1,0,0,0,en,tweet,"23 years ago tonight we celebrated our #SacredCommitmentCeremony in Chicago. Today after @queermarch in #NYC and queer friends marrying in #Seattle on @Zoom, we celebrated with #BubbleTea at #SurrealCreamery in #NewBrunswick #NewJersey #DoubleDads #LoveisLove #PrideMonth https://t.co/VRyGKNgaZX",,,,,,,photo,https://pbs.twimg.com/media/EbphMDFXQAEqRPR.jpg,,,
1274865052500230145,BubbleTeaSupply,2020-06-22T00:41:29.000Z,"6/21/2020, 8:41:29 PM",IFTTT,1,1,0,0,en,tweet,"?? #Repost @scoopthecity
.
home to the quietest summer in the city @surrealcreamery .
.
.
.
#icecream #softserve #boba #tea #milktea #bubbletea #yummyfood #frenchtoast #newyork #midtown #nycstreets #sweettooth #nyc #instafood #dessert #surreal #delici� https://t.co/QdavwKtnAa https://t.co/tuxpYkAsgl",,,,,,https://www.instagram.com/p/CBt3NqgoURT/ ,photo,https://pbs.twimg.com/media/EbE7AnkXQAIpCkA.jpg,,,
1273790721934397440,foodwithrebecca,2020-06-19T01:32:28.000Z,"6/18/2020, 9:32:28 PM",Instagram,1,0,0,0,en,tweet,"Passionfruit &amp; watermelon tea ??
Tasted more like watermelon

_

#bubbletea #tea #boba #passionfruit #watermelon #refreshing #nyceeeeeats #nyc?? #food #nycfood #f52grams #yelp #eastcoastfoodies #foodie #nycsporkful� https://t.co/TQaTtuGXzG",,,,,,https://www.instagram.com/p/CBmS0LVFnZr/?igshid=kpf6vho5lclt ,,,,,
1268325391833260032,joujou21,2020-06-03T23:35:12.000Z,"6/3/2020, 7:35:12 PM",Instagram,1,0,0,0,und,tweet,#cappuccino #bubbletea #bubbles #boba #newstyle #nyc #thaifestival #yum #refreshingdrink #delicious #goodness #goodstuff #food #foodislife #foodlover #foodie #foodporn #foodies #foodloving #foodporn #foodgasm� https://t.co/91IM7Yj4zd,,,,,,https://www.instagram.com/accounts/login/ ,,,,,
1265886806928691201,kimmy71079,2020-05-28T06:05:08.000Z,"5/28/2020, 2:05:08 AM",Instagram,0,0,0,0,en,tweet,#MiniManOfSteel #Superman Found a new spot for #Sushi #KungFuTea in Washington Heights! Got a #Pok�Bowl and #BubbleTea #NYC #Yummy #FoodPorn @ Kung Fu Tea 10032 https://t.co/NjEv9qyNzh,,US,"Manhattan, NY",40.8430614,-73.9392435,https://www.instagram.com/accounts/login/ ,,,,,
1263645686534483979,foodwithrebecca,2020-05-22T01:39:43.000Z,"5/21/2020, 9:39:43 PM",Instagram,0,0,0,0,en,tweet,"Who likes Thai tea? I don�t love it, but I don�t hate it either. I�m slowly getting used to it. It wouldn�t be my go to order

_

#thaitea #tea #thirstythursday #teathursday #bubbletea #nyceeeeeats #nyc?? #food� https://t.co/1ictFBOSNK",,,,,,https://www.instagram.com/accounts/login/ ,,,,,
1261099849237368833,foodwithrebecca,2020-05-15T01:03:28.000Z,"5/14/2020, 9:03:28 PM",Instagram,0,0,0,0,en,tweet,"You�re the apple of my eye ??
Green apple fizz- I felt like the apple bits wasn�t necessary

_

#greenapple #fruittea #bubbletea #boba #tea #refreshing #nyceeeeeats #nyc?? #food #nycfood #f52grams #eastcoastfoodies� https://t.co/OGNeZ8iPYu",,,,,,https://www.instagram.com/accounts/login/ ,,,,,
1233164495817728000,ms_sharonb,2020-02-27T22:58:21.000Z,"2/27/2020, 5:58:21 PM",Twitter for iPhone,0,0,1,0,und,tweet,@ViviBubbleTeaNY #vivibubbletea #nyc #boba #strawberry #strawberrypoppingboba #mangopoppingboba #bubbletea #flavoredtea #NewYorkCity #Greenwich #GreenwichVillage https://t.co/oLY4mP4RIK,,,,,,,video,https://video.twimg.com/ext_tw_video/1233164443481067520/pu/vid/720x1280/8bHyWt3OJfpqUzMy.mp4?tag=10,,,
1233163761701265408,ms_sharonb,2020-02-27T22:55:26.000Z,"2/27/2020, 5:55:26 PM",Twitter for iPhone,0,0,0,0,und,tweet,@ViviBubbleTeaNY #vivibubbletea #nyc #boba #strawberry #strawberrypoppingboba #mangopoppingboba #bubbletea #flavoredtea https://t.co/lv8m8wrgpF,,,,,,,video,https://video.twimg.com/ext_tw_video/1233163726221692930/pu/vid/720x1280/26jlfvUgoaPW7enz.mp4?tag=10,,,
1233139808266018816,nycgirlseat,2020-02-27T21:20:15.000Z,"2/27/2020, 4:20:15 PM",IFTTT,0,0,0,0,en,tweet,Matcha latte with brown sugar pearls and taro latte!! Loved the fresh taro pieces in this drink much better than any taro drink I have had before ?? #yifang #yifangtaiwanfruittea #yifangmidtown  #boba #bubbletea #tea #brooklyn #nyc #eats #nyceats #foo� https://t.co/fR6ifqnMQD https://t.co/nMzotGyra4,,,,,,https://www.instagram.com/p/B9FVpqBlhWt/ ,photo,https://pbs.twimg.com/media/ERz-HvfXsAk4vqk.jpg,,,
1233128194330562560,nycgirlseat,2020-02-27T20:34:06.000Z,"2/27/2020, 3:34:06 PM",IFTTT,0,0,0,0,en,tweet,Matcha latte with brown sugar pearls and taro latte ?? #yifang #yifangtaiwanfruittea #yifangmidtown  #boba #bubbletea #tea #brooklyn #nyc #eats #nyceats #food #foodie #foodporn #foodlover #instafood #foodstagram #milktea #taro #brownsugarmilktea #matc� https://t.co/fR6ifqnMQD https://t.co/2WDsylKo15,,,,,,https://www.instagram.com/p/B9FVpqBlhWt/ ,photo,https://pbs.twimg.com/media/ERzzjtTXsAkPOEY.jpg,,,
1233093322996097026,Chow_Crys,2020-02-27T18:15:32.000Z,"2/27/2020, 1:15:32 PM",Instagram,0,0,0,0,en,tweet,Bubble my world baby?? #bubbletea #foodie #foodiesofinstagram #newyork #newyorkcity #newyorkfood #nycfood #nyc #flushingqueens #foodstagram @ Flushing Chinatown https://t.co/lKF6M3tmhl,,,,,,https://www.instagram.com/p/B9FHx0IpJf2/?igshid=1rs5t70tpbakh ,,,,,
1232828102495133696,BubbleTeaSupply,2020-02-27T00:41:39.000Z,"2/26/2020, 7:41:39 PM",IFTTT,2,1,0,0,en,tweet,"?? #Repost @thehangrytraveler
.
A boba a day, keeps reality away.
�
Mango Le Mango &amp; Milk Tea at @letea_usa ?????? ????
.
.
.
.
.
#bubbletea #bubbletealover #bubbleteaaddict #bubbleteatime #bubbleteashop #nycdining #nomnom #foodie #instafood #nyc #nyce� https://t.co/tFuG1eZ0Ds https://t.co/almOeuxx0s",,,,,,https://www.instagram.com/p/B9DJ3FNoQak/ ,photo,https://pbs.twimg.com/media/ERvioFdWkAEABpu.jpg,,,
1232401670765731841,cityguidenyc,2020-02-25T20:27:09.000Z,"2/25/2020, 3:27:09 PM",Twitter Web App,2,2,0,0,en,tweet,The 7 Best Bubble Tea Spots in NYC https://t.co/pI7j7Zjw73 @BobaGuys #TeaMagic @ViviBubbleTeaNY @BarPaTea @GongChaTea @yayatea #bubbletea #NYC https://t.co/YzRHTFyzwV,,,,,,https://www.cityguideny.com/article/bubble-tea-nyc ,photo,https://pbs.twimg.com/media/ERpeTBSXUAEoQHn.jpg,,,
1231334674737311750,gioographyyy,2020-02-22T21:47:18.000Z,"2/22/2020, 4:47:18 PM",IFTTT,3,0,0,0,en,tweet,"The happiest boy right now.
.
.
.
#nyc #bubbletea @macaoimperialteaus https://t.co/cXG3AWJyJI https://t.co/B24CmDt8C8",,,,,,https://www.instagram.com/p/B84k2PilaoM/ ,photo,https://pbs.twimg.com/media/ERaUXJiW4AAKL0i.jpg,,,
1231047075867000832,AllieM50,2020-02-22T02:44:29.000Z,"2/21/2020, 9:44:29 PM",Twitter for iPhone,1,0,0,0,en,tweet,Best #MilkTea on earth. #bubbletea #Gongcha #nyc #yummy https://t.co/vMAUXNMpb8,,US,Gong Cha,40.752151,-73.973858,,photo,https://pbs.twimg.com/media/ERWOyb1XsAAtS3w.jpg,,,
1230178999847944193,rose_tea_ribbon,2020-02-19T17:15:03.000Z,"2/19/2020, 12:15:03 PM",Instagram,1,0,0,0,en,tweet,"Look to the (pink) sky and chase your (pink) dreams! ????
.
#pastelpink #pinkdreams #pinkpinkpink #pinkvibes #kawaii #kawaiifashion #yumekawaii #ootd #bubbletea #nyc @ M Tea https://t.co/eKXhqtl7jq",,US,"Queens, NY",40.76167,-73.83154,https://www.instagram.com/accounts/login/ ,,,,,
1229918025530400770,HoiNingYau,2020-02-18T23:58:02.000Z,"2/18/2020, 6:58:02 PM",Instagram,0,0,0,0,en,tweet,"A tea too sweet...

#kungfutea #hottea #gingermilk #sweet #happymonday #afterlunch #blackandwhitephotography #nyc #newyork #brooklyn #manhattan #asianfood #bubbletea #dayoff #lovelife #loveyourself #treatyoself https://t.co/XysPlHHzFG",,,,,,https://www.instagram.com/p/B8uj0mRJyIb/?igshid=ieejqdnognrh ,,,,,
1229219523384922112,bjamin75,2020-02-17T01:42:26.000Z,"2/16/2020, 8:42:26 PM",Instagram,0,0,0,0,en,tweet,Brown Sugar Boba + Pearl + Tiger Jelly Milk with Cream.  ?????? ?? @TigerSugarUSA #bubbletea #tigersugar #chinatownnyc #pinoyice #boba #bobatea #nyc #igers #igdaily #picoftheday https://t.co/jHxFfHOzhy,,,,,,https://www.instagram.com/p/B8pmLoWAZQE/?igshid=n354qr5nrrk9 ,,,,,
1228382116834136070,rayawst_nyc,2020-02-14T18:14:53.000Z,"2/14/2020, 1:14:53 PM",Twitter for iPhone,0,0,0,0,en,tweet,Where to Cop Brown Sugar Bubble Tea in Midtown https://t.co/kPuyEVhcUi #nyc #brownsugar #bubbletea,,US,Biao Sugar,40.748466,-73.988395,https://www.youtube.com/watch?v=1PEu0FFHtJI&feature=youtu.be ,,,,,
1228050294052966400,AnChanTeehee,2020-02-13T20:16:20.000Z,"2/13/2020, 3:16:20 PM",Twitter for Android,16,0,1,0,en,tweet,"I still think about Boba Guys everyday since I first tried it in October 2019 at the canal street market. Had Lavender Black. 

#canalstreetmarket #bobaguys #nyc #boba #bubbletea #tea #lavender #drink https://t.co/yV6NTkRrYx",,,,,,,photo,https://pbs.twimg.com/media/EQrpOfjXYAYmVOU.jpg,,,
1227375327900577794,nycgirlseat,2020-02-11T23:34:16.000Z,"2/11/2020, 6:34:16 PM",IFTTT,0,0,0,0,en,tweet,Brown sugar milk tea with tapioca pearls ?? #pigpigcafe #brooklyn #bayridge #boba #bubbletea #tea #brooklyn #nyc #eats #nyceats #food #foodie #foodporn #foodlover #instafood #foodstagram #milktea #brownsugarmilktea #brownsugarbobamilk #foodpics #sweet� https://t.co/a07HHdMB9O https://t.co/HIrKFK7iPQ,,,,,,https://ift.tt/2ONPo7w ,photo,https://pbs.twimg.com/media/EQiDW1dXkAINBWE.jpg,,,
1227367752521748481,nycgirlseat,2020-02-11T23:04:10.000Z,"2/11/2020, 6:04:10 PM",IFTTT,1,1,0,0,en,tweet,Brown sugar milk tea with tapioca pearls ?? #pigpigcafe #brooklyn #bayridge #boba #bubbletea #tea #brooklyn #nyc #eats #nyceats #food #foodie #foodporn #foodlover #instafood #foodstagram #foodpics #sweet #nycfood #nycgirlseat https://t.co/a07HHe4c1m https://t.co/Y0h5A8T5xr,,,,,,https://ift.tt/2ONPo7w ,photo,https://pbs.twimg.com/media/EQh8d5fU4AAj1Bd.jpg,,,
1224427969101336578,wecantourthat,2020-02-03T20:22:31.000Z,"2/3/2020, 3:22:31 PM",Instagram,0,0,0,0,en,tweet,"Drunken Panda. Drink tastings are fun.  #bubbletea #whiskey #baileys #yummy #irishcoffee #yummy

#wecantourthat #customtours #walkingtour #ilovenyc #ilovenewyork #picturesofnewyork #nyc #travel #newyorkcity� https://t.co/IiNXsSx9Yc",,,,,,https://www.instagram.com/p/B8HjOxpp_UU/?igshid=18xmh6x941lgs ,,,,,
1214370284121272320,MoMo_and_Coco,2020-01-07T02:16:52.000Z,"1/6/2020, 9:16:52 PM",WordPress.com,0,0,0,0,en,tweet,"NEW REVIEW: #NYC 's #BubbleTea #Dessert Trend - on pancakes, french toast, ice cream and OTT drinks! https://t.co/zBVRktM8Z7 https://t.co/t3LOqtJfPW",,,,,,https://momoandcoco.wordpress.com/2020/01/06/nycs-bubble-tea-boba-dessert-trend/ ,photo,https://pbs.twimg.com/media/ENpPVnvXYAIv3mq.jpg,,,
1211696500688007170,msnoellee,2019-12-30T17:12:12.000Z,"12/30/2019, 12:12:12 PM",Instagram,2,0,0,0,en,tweet,"award winning 

�

#debutea #tasteofchina #newyorkbestdrink #newyork #nyc #bestdrink #bubbletea #bobatea #bobotea #tarobobotea #cheesetea #cheesefoam #teatime @ Debutea https://t.co/BOYuyXmqQl",,US,"Manhattan, NY",40.72912,-73.99922,https://www.instagram.com/accounts/login/ ,,,,,
1208779677231271936,SChenHayes,2019-12-22T16:01:47.000Z,"12/22/2019, 11:01:47 AM",Twitter for iPhone,1,0,0,0,en,tweet,"We celebrated the #Solstice last night in #NYC at the closing of #TheSantaCloset play in the #EastVillage updated with a queer nonbinary teen as central character, #EastTurkistan #food at #JiangKitchen, &amp; #Taiwan #bubbletea at #TheAlley. https://t.co/uxpRxkF7vx",,,,,,,photo photo photo photo,https://pbs.twimg.com/media/EMZysMqU0AA4Sz3.jpg,https://pbs.twimg.com/media/EMZysp2VAAEunep.jpg,https://pbs.twimg.com/media/EMZys8LU0AA_W-I.jpg,https://pbs.twimg.com/media/EMZytUuUEAAnEPy.jpg
1206024981131546624,kimmy71079,2019-12-15T01:35:37.000Z,"12/14/2019, 8:35:37 PM",Instagram,0,0,0,0,en,tweet,"Plotting some #Shenanigans with #BubbleTea and #BFF ?????? #Love #Sister #Ohana #JenMadeMeDoIt #GoodTimes #ShenanigansHappening #NYC #Winter2019 #HoHoT� @ Ho Ho T� 805 8th Ave, New York https://t.co/3rIgGoo995",,US,"Manhattan, NY",40.7614,-73.98698,https://www.instagram.com/p/B6EyhlwjyUR/?igshid=nsxzdl2sptf2 ,,,,,
1188168541700317184,chinosity,2019-10-26T19:00:30.000Z,"10/26/2019, 3:00:30 PM",Hootsuite Inc.,0,0,0,0,en,tweet,"Need a #bubbletea pick-me-up to save you from #midterms ? One of our #NYC writers shares her four favorite spots and drinks.

#bubbleteaislife

https://t.co/piM7JeJRTQ",,,,,,https://www.chinosity.com/2019/10/22/bubbleteaislife/ ,,,,,
1187132713175638016,dana_gibbs94,2019-10-23T22:24:29.000Z,"10/23/2019, 6:24:29 PM",Instagram,0,0,0,0,tl,tweet,Orange #boba with #aloe ?? @kfteausa #bubbletea #bobatea #drink #foodporn #foodie ##kungfutea #bobapearls #tapioca #aloejelly #nyc #washingtonheights #manhattan #nycblogger @ Kung Fu Tea 10032 https://t.co/uvvp3lEaVS,,US,"Manhattan, NY",40.8430614,-73.9392435,https://www.instagram.com/p/B3-jUN9n7go/?igshid=6af2ts2kpjyk ,,,,,
1186028536483762176,ChristinaHuard,2019-10-20T21:16:53.000Z,"10/20/2019, 5:16:53 PM",Instagram,0,0,0,0,en,tweet,"Adventures in #Chinatown and #EastVillage 
#manhattanbridge #nyc #NewYork #EconomyCandy and the best #BubbleTea ever in my life. And I've had many many #Boba in Montreal, Toronto, New York, Bangkok, Japan, even� https://t.co/U5AR4T1JIW",,US,"Manhattan, NY",40.7779,-73.9675,https://www.instagram.com/accounts/login/ ,,,,,
1183095322727403521,etherealprey,2019-10-12T19:01:20.000Z,"10/12/2019, 3:01:20 PM",IFTTT,0,1,0,0,en,tweet,"#tea time at #tsaocaa refreshing! .
.
.
#nyc #Flushing #bubbletea #fruittea #drinks #foodstagram #drinkstagram https://t.co/1lzQDvIv9N",,,,,,,photo,https://pbs.twimg.com/media/EGsy7ROW4AES6pC.jpg,,,
1178021954755928064,CountZyx,2019-09-28T19:01:35.000Z,"9/28/2019, 3:01:35 PM",Instagram,1,0,0,0,ja,tweet,#tasty #bubbletea #brownsugarcreammousse with friends. #thanksforcomingout! @TigerSugarUSA #flushing #queens #nyc #yummy #rico #d�licieux #lecker #?????#???????#????? @ Tiger Sugar New York ????? https://t.co/FIhVaYmVIg,,US,"Queens, NY",40.75918,-73.83041,https://www.instagram.com/p/B290OGjnZdO/?igshid=v003lzexn6nq ,,,,,
1174490127390924800,ChicagoLovesPan,2019-09-19T01:07:21.000Z,"9/18/2019, 9:07:21 PM",Twitter Web App,1,0,0,0,en,tweet,"Dragging my feet through the week, and craving some pudding #bubbletea like the one I had at Momo Ashi Tea&amp;Snack Bar 2 weeks ago. Too bad they're in Flushing NY, while I'm in Chicago ?? 
Any local boba place you'd like to recommend? TIA :-)
#bobatea #Foodie #nomnom #NYC #drink https://t.co/2ez4UNKDPt",,,,,,,photo,https://pbs.twimg.com/media/EEygiteXUAIXY4P.jpg,,,
